time,.left,.right,.forward,.stop,.sound
2020/10/19/16:09:03.677435,0,0,1,0,0
2020/10/19/16:09:03.681133,0,0,1,0,0
2020/10/19/16:09:03.685590,0,0,1,0,0
2020/10/19/16:09:03.689584,0,0,1,0,0
2020/10/19/16:09:03.695445,0,0,1,0,0
2020/10/19/16:09:03.701237,0,0,1,0,0
2020/10/19/16:09:03.704670,0,0,1,0,0
2020/10/19/16:09:03.709747,0,0,1,0,0
2020/10/19/16:09:03.714221,0,0,1,0,0
2020/10/19/16:09:03.719029,0,0,1,0,0
2020/10/19/16:09:03.724448,0,0,1,0,0
2020/10/19/16:09:03.730056,0,0,1,0,0
2020/10/19/16:09:03.734521,0,0,1,0,0
2020/10/19/16:09:03.740160,0,0,1,0,0
2020/10/19/16:09:03.744817,0,0,1,0,0
2020/10/19/16:09:03.752074,0,0,1,0,0
2020/10/19/16:09:03.754503,0,0,1,0,0
2020/10/19/16:09:03.758880,0,0,1,0,0
2020/10/19/16:09:03.763497,0,0,1,0,0
2020/10/19/16:09:03.768626,0,0,1,0,0
2020/10/19/16:09:03.774241,0,0,1,0,0
2020/10/19/16:09:03.779829,0,0,1,0,0
2020/10/19/16:09:03.784704,0,0,1,0,0
2020/10/19/16:09:03.789699,0,0,1,0,0
2020/10/19/16:09:03.795367,0,0,1,0,0
2020/10/19/16:09:03.798654,0,0,1,0,0
2020/10/19/16:09:03.804122,0,0,1,0,0
2020/10/19/16:09:03.810452,0,0,1,0,0
2020/10/19/16:09:03.813877,0,0,1,0,0
2020/10/19/16:09:03.818628,0,0,1,0,0
2020/10/19/16:09:03.824565,0,0,1,0,0
2020/10/19/16:09:03.829379,0,0,1,0,0
2020/10/19/16:09:03.834961,0,0,1,0,0
2020/10/19/16:09:03.839681,0,0,1,0,0
2020/10/19/16:09:03.844510,0,0,1,0,0
2020/10/19/16:09:03.849833,0,0,1,0,0
2020/10/19/16:09:03.855902,0,0,1,0,0
2020/10/19/16:09:03.859509,0,0,1,0,0
2020/10/19/16:09:03.863962,0,0,1,0,0
2020/10/19/16:09:03.869344,0,0,1,0,0
2020/10/19/16:09:03.874477,0,0,1,0,0
2020/10/19/16:09:03.879225,0,0,1,0,0
2020/10/19/16:09:03.884280,0,0,1,0,0
2020/10/19/16:09:03.890142,0,0,1,0,0
2020/10/19/16:09:03.895880,0,0,1,0,0
2020/10/19/16:09:03.899367,0,0,1,0,0
2020/10/19/16:09:03.904819,0,0,1,0,0
2020/10/19/16:09:03.909529,0,0,1,0,0
2020/10/19/16:09:03.914298,0,0,1,0,0
2020/10/19/16:09:03.920850,0,0,1,0,0
2020/10/19/16:09:03.924956,0,0,1,0,0
2020/10/19/16:09:03.928789,0,0,1,0,0
2020/10/19/16:09:03.934496,0,0,1,0,0
2020/10/19/16:09:03.938728,0,0,1,0,0
2020/10/19/16:09:03.945191,0,0,1,0,0
2020/10/19/16:09:03.949587,0,0,1,0,0
2020/10/19/16:09:03.954206,0,0,1,0,0
2020/10/19/16:09:03.959603,0,0,1,0,0
2020/10/19/16:09:03.964846,0,0,1,0,0
2020/10/19/16:09:03.969642,0,0,1,0,0
2020/10/19/16:09:03.974365,0,0,1,0,0
2020/10/19/16:09:03.979497,0,0,1,0,0
2020/10/19/16:09:03.984050,0,0,1,0,0
2020/10/19/16:09:03.989950,0,0,1,0,0
2020/10/19/16:09:03.995231,0,0,1,0,0
2020/10/19/16:09:03.999305,0,0,1,0,0
2020/10/19/16:09:04.007155,0,0,1,0,0
2020/10/19/16:09:04.011198,0,0,1,0,0
2020/10/19/16:09:04.014789,0,0,1,0,0
2020/10/19/16:09:04.019602,0,0,1,0,0
2020/10/19/16:09:04.024053,0,0,1,0,0
2020/10/19/16:09:04.029498,0,0,1,0,0
2020/10/19/16:09:04.034543,0,0,1,0,0
2020/10/19/16:09:04.039245,0,0,1,0,0
2020/10/19/16:09:04.043861,0,0,1,0,0
2020/10/19/16:09:04.048611,0,0,1,0,0
2020/10/19/16:09:04.055491,0,0,1,0,0
2020/10/19/16:09:04.059367,0,0,1,0,0
2020/10/19/16:09:04.064638,0,0,1,0,0
2020/10/19/16:09:04.071626,0,0,1,0,0
2020/10/19/16:09:04.075671,0,0,1,0,0
2020/10/19/16:09:04.080173,0,0,1,0,0
2020/10/19/16:09:04.085079,0,0,1,0,0
2020/10/19/16:09:04.089031,0,0,1,0,0
2020/10/19/16:09:04.093966,0,0,1,0,0
2020/10/19/16:09:04.099330,0,0,1,0,0
2020/10/19/16:09:04.104931,0,0,1,0,0
2020/10/19/16:09:04.110056,0,0,1,0,0
2020/10/19/16:09:04.114650,0,0,1,0,0
2020/10/19/16:09:04.119646,0,0,1,0,0
2020/10/19/16:09:04.126067,0,0,1,0,0
2020/10/19/16:09:04.129087,0,0,1,0,0
2020/10/19/16:09:04.134206,0,0,1,0,0
2020/10/19/16:09:04.139211,0,0,1,0,0
2020/10/19/16:09:04.145106,0,0,1,0,0
2020/10/19/16:09:04.149340,0,0,1,0,0
2020/10/19/16:09:04.154473,0,0,1,0,0
2020/10/19/16:09:04.159074,0,0,1,0,0
2020/10/19/16:09:04.165498,0,0,1,0,0
2020/10/19/16:09:04.170007,0,0,1,0,0
2020/10/19/16:09:04.174864,0,0,1,0,0
2020/10/19/16:09:04.179327,0,0,1,0,0
2020/10/19/16:09:04.184804,0,0,1,0,0
2020/10/19/16:09:04.188643,0,0,1,0,0
2020/10/19/16:09:04.195157,0,0,1,0,0
2020/10/19/16:09:04.201050,0,0,1,0,0
2020/10/19/16:09:04.205043,0,0,1,0,0
2020/10/19/16:09:04.210345,0,0,1,0,0
2020/10/19/16:09:04.215886,0,0,1,0,0
2020/10/19/16:09:04.219561,0,0,1,0,0
2020/10/19/16:09:04.225410,0,0,1,0,0
2020/10/19/16:09:04.229525,0,0,1,0,0
2020/10/19/16:09:04.233958,0,0,1,0,0
2020/10/19/16:09:04.238820,0,0,1,0,0
2020/10/19/16:09:04.243956,0,0,1,0,0
2020/10/19/16:09:04.250196,0,0,1,0,0
2020/10/19/16:09:04.260081,0,0,1,0,0
2020/10/19/16:09:04.271484,0,0,1,0,0
2020/10/19/16:09:04.271548,0,0,1,0,0
2020/10/19/16:09:04.271628,0,0,1,0,0
2020/10/19/16:09:04.276141,0,0,1,0,0
2020/10/19/16:09:04.281098,0,0,1,0,0
2020/10/19/16:09:04.284339,0,0,1,0,0
2020/10/19/16:09:04.291254,0,0,1,0,0
2020/10/19/16:09:04.295265,0,0,1,0,0
2020/10/19/16:09:04.299334,0,0,1,0,0
2020/10/19/16:09:04.304956,0,0,1,0,0
2020/10/19/16:09:04.310198,0,0,1,0,0
2020/10/19/16:09:04.315613,0,0,1,0,0
2020/10/19/16:09:04.319156,0,0,1,0,0
2020/10/19/16:09:04.328773,0,0,1,0,0
2020/10/19/16:09:04.330838,0,0,1,0,0
2020/10/19/16:09:04.337615,0,0,1,0,0
2020/10/19/16:09:04.339643,0,0,1,0,0
2020/10/19/16:09:04.345537,0,0,1,0,0
2020/10/19/16:09:04.348761,0,0,1,0,0
2020/10/19/16:09:04.354784,0,0,1,0,0
2020/10/19/16:09:04.360034,0,0,1,0,0
2020/10/19/16:09:04.365017,0,0,1,0,0
2020/10/19/16:09:04.371528,0,0,1,0,0
2020/10/19/16:09:04.377933,0,0,1,0,0
2020/10/19/16:09:04.380379,0,0,1,0,0
2020/10/19/16:09:04.385233,0,0,1,0,0
2020/10/19/16:09:04.388870,0,0,1,0,0
2020/10/19/16:09:04.395354,0,0,1,0,0
2020/10/19/16:09:04.399063,0,0,1,0,0
2020/10/19/16:09:04.403986,0,0,1,0,0
2020/10/19/16:09:04.409878,0,0,1,0,0
2020/10/19/16:09:04.415979,0,0,1,0,0
2020/10/19/16:09:04.419512,0,0,1,0,0
2020/10/19/16:09:04.424816,0,0,1,0,0
2020/10/19/16:09:04.429229,0,0,1,0,0
2020/10/19/16:09:04.434043,0,0,1,0,0
2020/10/19/16:09:04.439156,0,0,1,0,0
2020/10/19/16:09:04.444120,0,0,1,0,0
2020/10/19/16:09:04.451331,0,0,1,0,0
2020/10/19/16:09:04.454010,0,0,1,0,0
2020/10/19/16:09:04.459187,0,0,1,0,0
2020/10/19/16:09:04.464029,0,0,1,0,0
2020/10/19/16:09:04.468733,0,0,1,0,0
2020/10/19/16:09:04.474871,0,0,1,0,0
2020/10/19/16:09:04.479188,0,0,1,0,0
2020/10/19/16:09:04.485385,0,0,1,0,0
2020/10/19/16:09:04.489101,0,0,1,0,0
2020/10/19/16:09:04.493996,0,0,1,0,0
2020/10/19/16:09:04.499577,0,0,1,0,0
2020/10/19/16:09:04.505663,0,0,1,0,0
2020/10/19/16:09:04.509622,0,0,1,0,0
2020/10/19/16:09:04.514714,0,0,1,0,0
2020/10/19/16:09:04.519478,0,0,1,0,0
2020/10/19/16:09:04.524176,0,0,1,0,0
2020/10/19/16:09:04.530419,0,0,1,0,0
2020/10/19/16:09:04.534683,0,0,1,0,0
2020/10/19/16:09:04.542884,0,0,1,0,0
2020/10/19/16:09:04.545419,0,0,1,0,0
2020/10/19/16:09:04.549247,0,0,1,0,0
2020/10/19/16:09:04.554578,0,0,1,0,0
2020/10/19/16:09:04.560472,0,0,1,0,0
2020/10/19/16:09:04.565002,0,0,1,0,0
2020/10/19/16:09:04.569266,0,0,1,0,0
2020/10/19/16:09:04.574663,0,0,1,0,0
2020/10/19/16:09:04.581962,0,0,1,0,0
2020/10/19/16:09:04.585424,0,0,1,0,0
2020/10/19/16:09:04.590309,0,0,1,0,0
2020/10/19/16:09:04.596810,0,0,1,0,0
2020/10/19/16:09:04.599130,0,0,1,0,0
2020/10/19/16:09:04.604469,0,0,1,0,0
2020/10/19/16:09:04.609261,0,0,1,0,0
2020/10/19/16:09:04.615164,0,0,1,0,0
2020/10/19/16:09:04.618873,0,0,1,0,0
2020/10/19/16:09:04.624097,0,0,1,0,0
2020/10/19/16:09:04.630905,0,0,1,0,0
2020/10/19/16:09:04.635588,0,0,1,0,0
2020/10/19/16:09:04.639272,0,0,1,0,0
2020/10/19/16:09:04.646943,0,0,1,0,0
2020/10/19/16:09:04.650599,0,0,1,0,0
2020/10/19/16:09:04.653940,0,0,1,0,0
2020/10/19/16:09:04.659126,0,0,1,0,0
2020/10/19/16:09:04.664381,0,0,1,0,0
2020/10/19/16:09:04.669586,0,0,1,0,0
2020/10/19/16:09:04.675628,0,0,1,0,0
2020/10/19/16:09:04.680340,0,0,1,0,0
2020/10/19/16:09:04.685336,0,0,1,0,0
2020/10/19/16:09:04.690427,0,0,1,0,0
2020/10/19/16:09:04.699112,0,0,1,0,0
2020/10/19/16:09:04.700230,0,0,1,0,0
2020/10/19/16:09:04.703831,0,0,1,0,0
2020/10/19/16:09:04.709030,0,0,1,0,0
2020/10/19/16:09:04.714178,0,0,1,0,0
2020/10/19/16:09:04.719109,0,0,1,0,0
2020/10/19/16:09:04.724110,0,0,1,0,0
2020/10/19/16:09:04.729934,0,0,1,0,0
2020/10/19/16:09:04.735422,0,0,1,0,0
2020/10/19/16:09:04.741239,0,0,1,0,0
2020/10/19/16:09:04.746843,0,0,1,0,0
2020/10/19/16:09:04.753245,0,0,1,0,0
2020/10/19/16:09:04.754853,0,0,1,0,0
2020/10/19/16:09:04.759903,0,0,1,0,0
2020/10/19/16:09:04.765226,0,0,1,0,0
2020/10/19/16:09:04.769032,0,0,1,0,0
2020/10/19/16:09:04.774777,0,0,1,0,0
2020/10/19/16:09:04.779227,0,0,1,0,0
2020/10/19/16:09:04.784217,0,0,1,0,0
2020/10/19/16:09:04.791014,0,0,1,0,0
2020/10/19/16:09:04.797101,0,0,1,0,0
2020/10/19/16:09:04.799885,0,0,1,0,0
2020/10/19/16:09:04.804997,0,0,1,0,0
2020/10/19/16:09:04.809269,0,0,1,0,0
2020/10/19/16:09:04.814634,0,0,1,0,0
2020/10/19/16:09:04.818943,0,0,1,0,0
2020/10/19/16:09:04.824723,0,0,1,0,0
2020/10/19/16:09:04.829733,0,0,1,0,0
2020/10/19/16:09:04.834482,0,0,1,0,0
2020/10/19/16:09:04.839488,0,0,1,0,0
2020/10/19/16:09:04.848714,0,0,1,0,0
2020/10/19/16:09:04.851034,0,0,1,0,0
2020/10/19/16:09:04.857781,0,0,1,0,0
2020/10/19/16:09:04.858878,0,0,1,0,0
2020/10/19/16:09:04.864539,0,0,1,0,0
2020/10/19/16:09:04.869178,0,0,1,0,0
2020/10/19/16:09:04.874269,0,0,1,0,0
2020/10/19/16:09:04.879669,0,0,1,0,0
2020/10/19/16:09:04.884760,0,0,1,0,0
2020/10/19/16:09:04.888710,0,0,1,0,0
2020/10/19/16:09:04.895478,0,0,1,0,0
2020/10/19/16:09:04.901420,0,0,1,0,0
2020/10/19/16:09:04.906523,0,0,1,0,0
2020/10/19/16:09:04.913406,0,0,1,0,0
2020/10/19/16:09:04.914437,0,0,1,0,0
2020/10/19/16:09:04.920342,0,0,1,0,0
2020/10/19/16:09:04.925411,0,0,1,0,0
2020/10/19/16:09:04.928947,0,0,1,0,0
2020/10/19/16:09:04.934502,0,0,1,0,0
2020/10/19/16:09:04.942065,0,0,1,0,0
2020/10/19/16:09:04.944318,0,0,1,0,0
2020/10/19/16:09:04.949317,0,0,1,0,0
2020/10/19/16:09:04.954743,0,0,1,0,0
2020/10/19/16:09:04.959704,0,0,1,0,0
2020/10/19/16:09:04.964236,0,0,1,0,0
2020/10/19/16:09:04.968693,0,0,1,0,0
2020/10/19/16:09:04.973708,0,0,1,0,0
2020/10/19/16:09:04.979272,0,0,1,0,0
2020/10/19/16:09:04.984371,0,0,1,0,0
2020/10/19/16:09:04.989326,0,0,1,0,0
2020/10/19/16:09:04.996663,0,0,1,0,0
2020/10/19/16:09:04.999858,0,0,1,0,0
2020/10/19/16:09:05.004987,0,0,1,0,0
2020/10/19/16:09:05.009423,0,0,1,0,0
2020/10/19/16:09:05.014012,0,0,1,0,0
2020/10/19/16:09:05.019544,0,0,1,0,0
2020/10/19/16:09:05.024114,0,0,1,0,0
2020/10/19/16:09:05.029382,0,0,1,0,0
2020/10/19/16:09:05.034563,0,0,1,0,0
2020/10/19/16:09:05.040587,0,0,1,0,0
2020/10/19/16:09:05.044730,0,0,1,0,0
2020/10/19/16:09:05.051329,0,0,1,0,0
2020/10/19/16:09:05.055215,0,0,1,0,0
2020/10/19/16:09:05.060992,0,0,1,0,0
2020/10/19/16:09:05.065131,0,0,1,0,0
2020/10/19/16:09:05.069781,0,0,1,0,0
2020/10/19/16:09:05.074975,0,0,1,0,0
2020/10/19/16:09:05.079975,0,0,1,0,0
2020/10/19/16:09:05.085235,0,0,1,0,0
2020/10/19/16:09:05.089805,0,0,1,0,0
2020/10/19/16:09:05.104898,0,0,1,0,0
2020/10/19/16:09:05.108268,0,0,1,0,0
2020/10/19/16:09:05.115015,0,0,1,0,0
2020/10/19/16:09:05.115048,0,0,1,0,0
2020/10/19/16:09:05.121465,0,0,1,0,0
2020/10/19/16:09:05.121488,0,0,1,0,0
2020/10/19/16:09:05.124481,0,0,1,0,0
2020/10/19/16:09:05.129548,0,0,1,0,0
2020/10/19/16:09:05.134654,0,0,1,0,0
2020/10/19/16:09:05.139664,0,0,1,0,0
2020/10/19/16:09:05.144446,0,0,1,0,0
2020/10/19/16:09:05.150060,0,0,1,0,0
2020/10/19/16:09:05.155584,0,0,1,0,0
2020/10/19/16:09:05.159484,0,0,1,0,0
2020/10/19/16:09:05.166080,0,0,1,0,0
2020/10/19/16:09:05.170627,0,0,1,0,0
2020/10/19/16:09:05.174347,0,0,1,0,0
2020/10/19/16:09:05.179314,0,0,1,0,0
2020/10/19/16:09:05.184127,0,0,1,0,0
2020/10/19/16:09:05.190228,0,0,1,0,0
2020/10/19/16:09:05.195233,0,0,1,0,0
2020/10/19/16:09:05.199725,0,0,1,0,0
2020/10/19/16:09:05.205991,0,0,1,0,0
2020/10/19/16:09:05.209993,0,0,1,0,0
2020/10/19/16:09:05.214589,0,0,1,0,0
2020/10/19/16:09:05.219149,0,0,1,0,0
2020/10/19/16:09:05.224637,0,0,1,0,0
2020/10/19/16:09:05.229144,0,0,1,0,0
2020/10/19/16:09:05.235200,0,0,1,0,0
2020/10/19/16:09:05.239979,0,0,1,0,0
2020/10/19/16:09:05.244802,0,0,1,0,0
2020/10/19/16:09:05.249920,0,0,1,0,0
2020/10/19/16:09:05.254789,0,0,1,0,0
2020/10/19/16:09:05.259646,0,0,1,0,0
2020/10/19/16:09:05.264810,0,0,1,0,0
2020/10/19/16:09:05.272010,0,0,1,0,0
2020/10/19/16:09:05.275339,0,0,1,0,0
2020/10/19/16:09:05.279033,0,0,1,0,0
2020/10/19/16:09:05.284850,0,0,1,0,0
2020/10/19/16:09:05.291272,0,0,1,0,0
2020/10/19/16:09:05.300019,0,0,1,0,0
2020/10/19/16:09:05.302248,0,0,1,0,0
2020/10/19/16:09:05.315978,0,0,1,0,0
2020/10/19/16:09:05.316069,0,0,1,0,0
2020/10/19/16:09:05.326571,0,0,1,0,0
2020/10/19/16:09:05.326580,0,0,1,0,0
2020/10/19/16:09:05.326589,0,0,1,0,0
2020/10/19/16:09:05.328760,0,0,1,0,0
2020/10/19/16:09:05.334400,0,0,1,0,0
2020/10/19/16:09:05.340031,0,0,1,0,0
2020/10/19/16:09:05.345670,0,0,1,0,0
2020/10/19/16:09:05.351215,0,0,1,0,0
2020/10/19/16:09:05.354939,0,0,1,0,0
2020/10/19/16:09:05.359418,0,0,1,0,0
2020/10/19/16:09:05.364620,0,0,1,0,0
2020/10/19/16:09:05.369526,0,0,1,0,0
2020/10/19/16:09:05.375040,0,0,1,0,0
2020/10/19/16:09:05.379673,0,0,1,0,0
2020/10/19/16:09:05.384518,0,0,1,0,0
2020/10/19/16:09:05.390510,0,0,1,0,0
2020/10/19/16:09:05.394730,0,0,1,0,0
2020/10/19/16:09:05.400009,0,0,1,0,0
2020/10/19/16:09:05.404310,0,0,1,0,0
2020/10/19/16:09:05.414621,0,0,1,0,0
2020/10/19/16:09:05.414776,0,0,1,0,0
2020/10/19/16:09:05.419049,0,0,1,0,0
2020/10/19/16:09:05.424087,0,0,1,0,0
2020/10/19/16:09:05.430904,0,0,1,0,0
2020/10/19/16:09:05.435396,0,0,1,0,0
2020/10/19/16:09:05.440163,0,0,1,0,0
2020/10/19/16:09:05.444529,0,0,1,0,0
2020/10/19/16:09:05.450137,0,0,1,0,0
2020/10/19/16:09:05.454847,0,0,1,0,0
2020/10/19/16:09:05.462032,0,0,1,0,0
2020/10/19/16:09:05.466977,0,0,1,0,0
2020/10/19/16:09:05.474699,0,0,1,0,0
2020/10/19/16:09:05.474765,0,0,1,0,0
2020/10/19/16:09:05.478955,0,0,1,0,0
2020/10/19/16:09:05.484216,0,0,1,0,0
2020/10/19/16:09:05.489591,0,0,1,0,0
2020/10/19/16:09:05.496878,0,0,1,0,0
2020/10/19/16:09:05.499377,0,0,1,0,0
2020/10/19/16:09:05.503934,0,0,1,0,0
2020/10/19/16:09:05.509451,0,0,1,0,0
2020/10/19/16:09:05.514624,0,0,1,0,0
2020/10/19/16:09:05.518906,0,0,1,0,0
2020/10/19/16:09:05.524072,0,0,1,0,0
2020/10/19/16:09:05.531727,0,0,1,0,0
2020/10/19/16:09:05.533873,0,0,1,0,0
2020/10/19/16:09:05.540013,0,0,1,0,0
2020/10/19/16:09:05.545656,0,0,1,0,0
2020/10/19/16:09:05.550936,0,0,1,0,0
2020/10/19/16:09:05.555614,0,0,1,0,0
2020/10/19/16:09:05.559999,0,0,1,0,0
2020/10/19/16:09:05.570421,0,0,1,0,0
2020/10/19/16:09:05.571270,0,0,1,0,0
2020/10/19/16:09:05.574414,0,0,1,0,0
2020/10/19/16:09:05.581502,0,0,1,0,0
2020/10/19/16:09:05.584028,0,0,1,0,0
2020/10/19/16:09:05.589165,0,0,1,0,0
2020/10/19/16:09:05.595776,0,0,1,0,0
2020/10/19/16:09:05.598955,0,0,1,0,0
2020/10/19/16:09:05.603505,0,0,1,0,0
2020/10/19/16:09:05.609378,0,0,1,0,0
2020/10/19/16:09:05.616475,0,0,1,0,0
2020/10/19/16:09:05.621390,0,0,1,0,0
2020/10/19/16:09:05.625088,0,0,1,0,0
2020/10/19/16:09:05.629018,0,0,1,0,0
2020/10/19/16:09:05.634261,0,0,1,0,0
2020/10/19/16:09:05.639352,0,0,1,0,0
2020/10/19/16:09:05.644594,0,0,1,0,0
2020/10/19/16:09:05.650093,0,0,1,0,0
2020/10/19/16:09:05.655770,0,0,1,0,0
2020/10/19/16:09:05.659135,0,0,1,0,0
2020/10/19/16:09:05.663782,0,0,1,0,0
2020/10/19/16:09:05.670269,0,0,1,0,0
2020/10/19/16:09:05.675002,0,0,1,0,0
2020/10/19/16:09:05.679269,0,0,1,0,0
2020/10/19/16:09:05.684538,0,0,1,0,0
2020/10/19/16:09:05.690033,0,0,1,0,0
2020/10/19/16:09:05.694867,0,0,1,0,0
2020/10/19/16:09:05.699121,0,0,1,0,0
2020/10/19/16:09:05.703848,0,0,1,0,0
2020/10/19/16:09:05.710216,0,0,1,0,0
2020/10/19/16:09:05.715563,0,0,1,0,0
2020/10/19/16:09:05.719468,0,0,1,0,0
2020/10/19/16:09:05.724451,0,0,1,0,0
2020/10/19/16:09:05.729126,0,0,1,0,0
2020/10/19/16:09:05.734060,0,0,1,0,0
2020/10/19/16:09:05.739126,0,0,1,0,0
2020/10/19/16:09:05.744371,0,0,1,0,0
2020/10/19/16:09:05.749624,0,0,1,0,0
2020/10/19/16:09:05.755721,0,0,1,0,0
2020/10/19/16:09:05.761310,0,0,1,0,0
2020/10/19/16:09:05.764729,0,0,1,0,0
2020/10/19/16:09:05.769607,0,0,1,0,0
2020/10/19/16:09:05.774290,0,0,1,0,0
2020/10/19/16:09:05.779243,0,0,1,0,0
2020/10/19/16:09:05.784477,0,0,1,0,0
2020/10/19/16:09:05.789418,0,0,1,0,0
2020/10/19/16:09:05.794454,0,0,1,0,0
2020/10/19/16:09:05.800518,0,0,1,0,0
2020/10/19/16:09:05.803971,0,0,1,0,0
2020/10/19/16:09:05.809391,0,0,1,0,0
2020/10/19/16:09:05.816638,0,0,1,0,0
2020/10/19/16:09:05.820758,0,0,1,0,0
2020/10/19/16:09:05.824168,0,0,1,0,0
2020/10/19/16:09:05.828886,0,0,1,0,0
2020/10/19/16:09:05.833874,0,0,1,0,0
2020/10/19/16:09:05.840058,0,0,1,0,0
2020/10/19/16:09:05.844087,0,0,1,0,0
2020/10/19/16:09:05.849609,0,0,1,0,0
2020/10/19/16:09:05.854714,0,0,1,0,0
2020/10/19/16:09:05.860223,0,0,1,0,0
2020/10/19/16:09:05.867570,0,0,1,0,0
2020/10/19/16:09:05.869869,0,0,1,0,0
2020/10/19/16:09:05.874957,0,0,1,0,0
2020/10/19/16:09:05.879454,0,0,1,0,0
2020/10/19/16:09:05.884334,0,0,1,0,0
2020/10/19/16:09:05.888679,0,0,1,0,0
2020/10/19/16:09:05.895234,0,0,1,0,0
2020/10/19/16:09:05.898774,0,0,1,0,0
2020/10/19/16:09:05.903761,0,0,1,0,0
2020/10/19/16:09:05.915317,0,0,1,0,0
2020/10/19/16:09:05.915377,0,0,1,0,0
2020/10/19/16:09:05.921472,0,0,1,0,0
2020/10/19/16:09:05.924917,0,0,1,0,0
2020/10/19/16:09:05.929211,0,0,1,0,0
2020/10/19/16:09:05.934078,0,0,1,0,0
2020/10/19/16:09:05.939002,0,0,1,0,0
2020/10/19/16:09:05.944130,0,0,1,0,0
2020/10/19/16:09:05.951204,0,0,1,0,0
2020/10/19/16:09:05.954745,0,0,1,0,0
2020/10/19/16:09:05.959306,0,0,1,0,0
2020/10/19/16:09:05.963874,0,0,1,0,0
2020/10/19/16:09:05.969433,0,0,1,0,0
2020/10/19/16:09:05.974071,0,0,1,0,0
2020/10/19/16:09:05.979687,0,0,1,0,0
2020/10/19/16:09:05.984783,0,0,1,0,0
2020/10/19/16:09:05.989610,0,0,1,0,0
2020/10/19/16:09:05.995475,0,0,1,0,0
2020/10/19/16:09:05.999515,0,0,1,0,0
2020/10/19/16:09:06.004631,0,0,1,0,0
2020/10/19/16:09:06.013796,0,0,1,0,0
2020/10/19/16:09:06.016881,0,0,1,0,0
2020/10/19/16:09:06.019360,0,0,1,0,0
2020/10/19/16:09:06.030809,0,0,1,0,0
2020/10/19/16:09:06.030882,0,0,1,0,0
2020/10/19/16:09:06.034285,0,0,1,0,0
2020/10/19/16:09:06.039329,0,0,1,0,0
2020/10/19/16:09:06.043769,0,0,1,0,0
2020/10/19/16:09:06.049321,0,0,1,0,0
2020/10/19/16:09:06.055085,0,0,1,0,0
2020/10/19/16:09:06.059596,0,0,1,0,0
2020/10/19/16:09:06.063993,0,0,1,0,0
2020/10/19/16:09:06.070204,0,0,1,0,0
2020/10/19/16:09:06.076770,0,0,1,0,0
2020/10/19/16:09:06.078948,0,0,1,0,0
2020/10/19/16:09:06.084699,0,0,1,0,0
2020/10/19/16:09:06.088937,0,0,1,0,0
2020/10/19/16:09:06.094860,0,0,1,0,0
2020/10/19/16:09:06.099320,0,0,1,0,0
2020/10/19/16:09:06.105049,0,0,1,0,0
2020/10/19/16:09:06.110112,0,0,1,0,0
2020/10/19/16:09:06.118051,0,0,1,0,0
2020/10/19/16:09:06.121052,0,0,1,0,0
2020/10/19/16:09:06.124987,0,0,1,0,0
2020/10/19/16:09:06.129693,0,0,1,0,0
2020/10/19/16:09:06.134243,0,0,1,0,0
2020/10/19/16:09:06.139187,0,0,1,0,0
2020/10/19/16:09:06.143935,0,0,1,0,0
2020/10/19/16:09:06.148898,0,0,1,0,0
2020/10/19/16:09:06.154043,0,0,1,0,0
2020/10/19/16:09:06.159346,0,0,1,0,0
2020/10/19/16:09:06.164559,0,0,1,0,0
2020/10/19/16:09:06.169769,0,0,1,0,0
2020/10/19/16:09:06.174763,0,0,1,0,0
2020/10/19/16:09:06.179439,0,0,1,0,0
2020/10/19/16:09:06.186618,0,0,1,0,0
2020/10/19/16:09:06.189737,0,0,1,0,0
2020/10/19/16:09:06.194805,0,0,1,0,0
2020/10/19/16:09:06.198986,0,0,1,0,0
2020/10/19/16:09:06.204151,0,0,1,0,0
2020/10/19/16:09:06.209582,0,0,1,0,0
2020/10/19/16:09:06.214359,0,0,1,0,0
2020/10/19/16:09:06.218994,0,0,1,0,0
2020/10/19/16:09:06.224853,0,0,1,0,0
2020/10/19/16:09:06.229604,0,0,1,0,0
2020/10/19/16:09:06.240621,0,0,1,0,0
2020/10/19/16:09:06.240674,0,0,1,0,0
2020/10/19/16:09:06.244609,0,0,1,0,0
2020/10/19/16:09:06.249705,0,0,1,0,0
2020/10/19/16:09:06.255444,0,0,1,0,0
2020/10/19/16:09:06.259547,0,0,1,0,0
2020/10/19/16:09:06.264662,0,0,1,0,0
2020/10/19/16:09:06.269528,0,0,1,0,0
2020/10/19/16:09:06.274646,0,0,1,0,0
2020/10/19/16:09:06.279306,0,0,1,0,0
2020/10/19/16:09:06.284177,0,0,1,0,0
2020/10/19/16:09:06.290580,0,0,1,0,0
2020/10/19/16:09:06.297533,0,0,1,0,0
2020/10/19/16:09:06.299761,0,0,1,0,0
2020/10/19/16:09:06.304564,0,0,1,0,0
2020/10/19/16:09:06.311898,0,0,1,0,0
2020/10/19/16:09:06.315423,0,0,1,0,0
2020/10/19/16:09:06.320771,0,0,1,0,0
2020/10/19/16:09:06.324682,0,0,1,0,0
2020/10/19/16:09:06.329057,0,0,1,0,0
2020/10/19/16:09:06.334661,0,0,1,0,0
2020/10/19/16:09:06.340531,0,0,1,0,0
2020/10/19/16:09:06.346158,0,0,1,0,0
2020/10/19/16:09:06.349633,0,0,1,0,0
2020/10/19/16:09:06.356518,0,0,1,0,0
